SilU
{'Train_epoch': 1, 'Acc': 0.8356376886367798, 'Loss': 0.46270627901752365, 'Precision': 0.8334381580352783, 'Recall': 0.8459168076515198}
{'Test_epoch': 91, 'Acc': 0.9101313948631287, 'Loss': 0.5500205097494612, 'Precision': 0.9072445631027222, 'Recall': 0.9072740077972412}
{'Train_epoch': 92, 'Acc': 0.9968516826629639, 'Loss': 0.009196858350220003, 'Precision': 0.9956584572792053, 'Recall': 0.9965326189994812}
{'Test_epoch': 92, 'Acc': 0.9061504602432251, 'Loss': 0.6580680911755485, 'Precision': 0.9062278270721436, 'Recall': 0.9036521911621094}
{'Train_epoch': 93, 'Acc': 0.9968516826629639, 'Loss': 0.009478793981987359, 'Precision': 0.995223879814148, 'Recall': 0.9959164261817932}
{'Test_epoch': 93, 'Acc': 0.9075437784194946, 'Loss': 0.593474623070923, 'Precision': 0.9084683656692505, 'Recall': 0.9048454165458679}
{'Train_epoch': 94, 'Acc': 0.9975346326828003, 'Loss': 0.007874260743069489, 'Precision': 0.9961698651313782, 'Recall': 0.996691882610321}
{'Test_epoch': 94, 'Acc': 0.9141122698783875, 'Loss': 0.5089052081594516, 'Precision': 0.9124420285224915, 'Recall': 0.9145203828811646}
{'Train_epoch': 95, 'Acc': 0.9969849586486816, 'Loss': 0.00900554605436955, 'Precision': 0.9949591755867004, 'Recall': 0.9955443739891052}
{'Test_epoch': 95, 'Acc': 0.9115246534347534, 'Loss': 0.5788568657864431, 'Precision': 0.9106833934783936, 'Recall': 0.9093897342681885}
{'Train_epoch': 96, 'Acc': 0.9964185953140259, 'Loss': 0.010496209961920633, 'Precision': 0.9953200221061707, 'Recall': 0.9959384202957153}
{'Test_epoch': 96, 'Acc': 0.9057523608207703, 'Loss': 0.6202237622198429, 'Precision': 0.9063593149185181, 'Recall': 0.9042637348175049}
{'Train_epoch': 97, 'Acc': 0.9973847270011902, 'Loss': 0.008046709310980922, 'Precision': 0.9956436157226562, 'Recall': 0.9964593648910522}
{'Test_epoch': 97, 'Acc': 0.915505588054657, 'Loss': 0.5686770949488992, 'Precision': 0.9167128801345825, 'Recall': 0.9154898524284363}
{'Train_epoch': 98, 'Acc': 0.9971848130226135, 'Loss': 0.008425351606259363, 'Precision': 0.9956206679344177, 'Recall': 0.9962485432624817}
{'Test_epoch': 98, 'Acc': 0.9090366363525391, 'Loss': 0.5609502045402102, 'Precision': 0.9070852398872375, 'Recall': 0.9070331454277039}
{'Train_epoch': 99, 'Acc': 0.9973347783088684, 'Loss': 0.008546492784438697, 'Precision': 0.9959369897842407, 'Recall': 0.9966138005256653}
{'Test_epoch': 99, 'Acc': 0.9110270738601685, 'Loss': 0.6076655923396314, 'Precision': 0.9092170000076294, 'Recall': 0.9095084071159363}
{'Train_epoch': 100, 'Acc': 0.9967184066772461, 'Loss': 0.009900130955885348, 'Precision': 0.9952234625816345, 'Recall': 0.9959317445755005}
{'Test_epoch': 100, 'Acc': 0.909136176109314, 'Loss': 0.5718573756234048, 'Precision': 0.909767210483551, 'Recall': 0.9047958254814148}

